"","x"
"WBGene00016003",2
"WBGene00016011",3
"WBGene00016013",6
"WBGene00016014",1
"WBGene00016017",4
"WBGene00016018",3
"WBGene00016019",2
"WBGene00016020",5
"WBGene00016022",5
"WBGene00016023",4
"WBGene00016027",1
"WBGene00016028",2
"WBGene00016029",5
"WBGene00016033",4
"WBGene00016046",3
"WBGene00016048",3
"WBGene00016052",5
"WBGene00016059",1
"WBGene00016061",5
"WBGene00016062",6
"WBGene00016063",1
"WBGene00016064",1
"WBGene00016067",3
"WBGene00016069",5
"WBGene00016073",2
"WBGene00016074",6
"WBGene00016092",4
"WBGene00016093",4
"WBGene00016094",5
"WBGene00016097",2
"WBGene00016099",5
"WBGene00016101",3
"WBGene00016103",1
"WBGene00016105",6
"WBGene00016106",5
"WBGene00016110",4
"WBGene00016113",1
"WBGene00016114",2
"WBGene00016115",2
"WBGene00016117",1
"WBGene00016118",5
"WBGene00016119",2
"WBGene00016120",6
"WBGene00016123",5
"WBGene00016128",2
"WBGene00016129",6
"WBGene00016131",4
"WBGene00016132",5
"WBGene00016133",5
"WBGene00016134",4
"WBGene00016136",5
"WBGene00016142",1
"WBGene00016144",5
"WBGene00016147",4
"WBGene00016148",2
"WBGene00016150",4
"WBGene00016151",1
"WBGene00016152",4
"WBGene00016154",1
"WBGene00016164",4
"WBGene00016166",2
"WBGene00016167",2
"WBGene00016170",1
"WBGene00016172",3
"WBGene00016174",4
"WBGene00016178",6
"WBGene00016180",3
"WBGene00016188",5
"WBGene00016190",4
"WBGene00016191",2
"WBGene00016194",2
"WBGene00016195",5
"WBGene00016196",6
"WBGene00016197",4
"WBGene00016201",5
"WBGene00016204",5
"WBGene00016207",4
"WBGene00016210",5
"WBGene00016215",4
"WBGene00016217",3
"WBGene00016218",3
"WBGene00016219",3
"WBGene00016234",2
"WBGene00016235",3
"WBGene00016237",4
"WBGene00016244",3
"WBGene00016246",2
"WBGene00016247",4
"WBGene00016249",6
"WBGene00016255",4
"WBGene00016259",6
"WBGene00016261",1
"WBGene00016262",2
"WBGene00016263",2
"WBGene00016264",4
"WBGene00016266",4
"WBGene00016269",2
"WBGene00016272",2
"WBGene00016273",6
"WBGene00016274",1
"WBGene00016276",5
"WBGene00016278",1
"WBGene00016280",2
"WBGene00016281",2
"WBGene00016283",4
"WBGene00016285",5
"WBGene00016289",1
"WBGene00016291",2
"WBGene00016292",4
"WBGene00016294",1
"WBGene00016302",2
"WBGene00016310",2
"WBGene00016314",1
"WBGene00016315",4
"WBGene00016316",3
"WBGene00016318",2
"WBGene00016319",5
"WBGene00016321",3
"WBGene00016325",5
"WBGene00016329",5
"WBGene00016332",2
"WBGene00016333",4
"WBGene00016335",5
"WBGene00016340",3
"WBGene00016341",3
"WBGene00016354",1
"WBGene00016355",4
"WBGene00016356",6
"WBGene00016362",2
"WBGene00016369",3
"WBGene00016370",4
"WBGene00016371",3
"WBGene00016376",1
"WBGene00016378",4
"WBGene00016379",3
"WBGene00016380",5
"WBGene00016384",2
"WBGene00016391",1
"WBGene00016393",5
"WBGene00016395",3
"WBGene00016396",4
"WBGene00016398",6
"WBGene00016400",3
"WBGene00016403",3
"WBGene00016407",2
"WBGene00016408",1
"WBGene00016411",1
"WBGene00016412",1
"WBGene00016417",2
"WBGene00016419",1
"WBGene00016422",5
"WBGene00016423",5
"WBGene00016424",5
"WBGene00016425",3
"WBGene00016427",2
"WBGene00016431",1
"WBGene00016435",5
"WBGene00016438",4
"WBGene00016440",6
"WBGene00016446",6
"WBGene00016450",3
"WBGene00016451",3
"WBGene00016452",2
"WBGene00016460",2
"WBGene00016462",6
"WBGene00016467",2
"WBGene00016469",1
"WBGene00016474",6
"WBGene00016481",6
"WBGene00016483",6
"WBGene00016484",6
"WBGene00016493",6
"WBGene00016499",4
"WBGene00016500",4
"WBGene00016501",2
"WBGene00016502",3
"WBGene00016504",2
"WBGene00016505",4
"WBGene00016508",1
"WBGene00016509",2
"WBGene00016511",6
"WBGene00016513",2
"WBGene00016521",2
"WBGene00016523",4
"WBGene00016530",2
"WBGene00016535",3
"WBGene00016542",4
"WBGene00016544",1
"WBGene00016555",6
"WBGene00016564",2
"WBGene00016568",4
"WBGene00016575",2
"WBGene00016577",5
"WBGene00016583",3
"WBGene00016587",2
"WBGene00016588",6
"WBGene00016589",2
"WBGene00016594",1
"WBGene00016595",4
"WBGene00016598",4
"WBGene00016607",1
"WBGene00016608",3
"WBGene00016610",2
"WBGene00016611",1
"WBGene00016614",5
"WBGene00016616",6
"WBGene00016620",5
"WBGene00016621",2
"WBGene00016622",4
"WBGene00016626",1
"WBGene00016628",4
"WBGene00016629",5
"WBGene00016630",5
"WBGene00016631",1
"WBGene00016634",2
"WBGene00016635",4
"WBGene00016641",5
"WBGene00016642",5
"WBGene00016643",5
"WBGene00016644",1
"WBGene00016645",1
"WBGene00016652",2
"WBGene00016653",1
"WBGene00016655",5
"WBGene00016657",3
"WBGene00016658",4
"WBGene00016659",5
"WBGene00016663",2
"WBGene00016664",1
"WBGene00016666",2
"WBGene00016667",1
"WBGene00016669",2
"WBGene00016670",2
"WBGene00016671",6
"WBGene00016676",1
"WBGene00016677",4
"WBGene00016684",2
"WBGene00016694",2
"WBGene00016697",4
"WBGene00016700",4
"WBGene00016702",2
"WBGene00016704",5
"WBGene00016705",5
"WBGene00016706",5
"WBGene00016714",1
"WBGene00016716",4
"WBGene00016719",2
"WBGene00016722",3
"WBGene00016728",4
"WBGene00016731",6
"WBGene00016732",6
"WBGene00016733",1
"WBGene00016734",4
"WBGene00016738",2
"WBGene00016741",2
"WBGene00016745",4
"WBGene00016746",5
"WBGene00016749",4
"WBGene00016750",2
"WBGene00016751",1
"WBGene00016756",4
"WBGene00016757",1
"WBGene00016758",1
"WBGene00016762",4
"WBGene00016763",1
"WBGene00016769",4
"WBGene00016773",5
"WBGene00016776",5
"WBGene00016781",2
"WBGene00016782",2
"WBGene00016789",2
"WBGene00016790",1
"WBGene00016795",4
"WBGene00016796",2
"WBGene00016797",4
"WBGene00016799",2
"WBGene00016800",6
"WBGene00016801",4
"WBGene00016805",5
"WBGene00016810",4
"WBGene00016838",5
"WBGene00016839",6
"WBGene00016844",1
"WBGene00016845",4
"WBGene00016849",2
"WBGene00016862",4
"WBGene00016863",4
"WBGene00016866",2
"WBGene00016867",3
"WBGene00016874",5
"WBGene00016875",3
"WBGene00016877",3
"WBGene00016879",1
"WBGene00016881",2
"WBGene00016882",5
"WBGene00016883",2
"WBGene00016888",1
"WBGene00016892",4
"WBGene00016894",2
"WBGene00016898",1
"WBGene00016900",2
"WBGene00016902",3
"WBGene00016903",4
"WBGene00016906",5
"WBGene00016907",2
"WBGene00016911",4
"WBGene00016912",3
"WBGene00016913",1
"WBGene00016914",4
"WBGene00016916",2
"WBGene00016918",5
"WBGene00016920",3
"WBGene00016921",5
"WBGene00016923",2
"WBGene00016929",4
"WBGene00016930",2
"WBGene00016934",1
"WBGene00016939",4
"WBGene00016943",4
"WBGene00016944",1
"WBGene00016947",2
"WBGene00016951",5
"WBGene00016953",2
"WBGene00016957",4
"WBGene00016961",4
"WBGene00016962",6
"WBGene00016970",2
"WBGene00016973",5
"WBGene00016974",1
"WBGene00016975",1
"WBGene00016978",1
"WBGene00016980",6
"WBGene00016981",3
"WBGene00016987",4
"WBGene00016995",3
"WBGene00016996",3
"WBGene00016998",5
"WBGene00017012",3
"WBGene00017018",5
"WBGene00017020",5
"WBGene00017023",5
"WBGene00017027",4
"WBGene00017028",3
"WBGene00017031",2
"WBGene00017032",2
"WBGene00017039",4
"WBGene00017045",2
"WBGene00017048",1
"WBGene00017051",4
"WBGene00017052",5
"WBGene00017053",2
"WBGene00017054",4
"WBGene00017060",6
"WBGene00017063",1
"WBGene00017065",5
"WBGene00017068",6
"WBGene00017070",3
"WBGene00017071",3
"WBGene00017074",2
"WBGene00017075",2
"WBGene00017080",2
"WBGene00017084",5
"WBGene00017085",1
"WBGene00017088",2
"WBGene00017089",5
"WBGene00017093",5
"WBGene00017098",6
"WBGene00017101",5
"WBGene00017103",3
"WBGene00017108",5
"WBGene00017119",6
"WBGene00017121",6
"WBGene00017123",1
"WBGene00017124",4
"WBGene00017125",3
"WBGene00017126",1
"WBGene00017127",2
"WBGene00017128",4
"WBGene00017131",6
"WBGene00017138",1
"WBGene00017149",3
"WBGene00017151",5
"WBGene00017159",6
"WBGene00017160",4
"WBGene00017163",3
"WBGene00017166",3
"WBGene00017168",4
"WBGene00017169",6
"WBGene00017172",6
"WBGene00017175",6
"WBGene00017180",2
"WBGene00017184",1
"WBGene00017192",2
"WBGene00017193",3
"WBGene00017195",4
"WBGene00017200",3
"WBGene00017201",5
"WBGene00017205",1
"WBGene00017210",2
"WBGene00017212",3
"WBGene00017217",5
"WBGene00017218",4
"WBGene00017219",2
"WBGene00017220",2
"WBGene00017225",3
"WBGene00017226",4
"WBGene00017228",3
"WBGene00017230",3
"WBGene00017231",3
"WBGene00017232",3
"WBGene00017233",4
"WBGene00017238",6
"WBGene00017240",5
"WBGene00017241",5
"WBGene00017243",2
"WBGene00017244",5
"WBGene00017245",6
"WBGene00017247",2
"WBGene00017257",2
"WBGene00017258",4
"WBGene00017262",1
"WBGene00017265",2
"WBGene00017268",1
"WBGene00017270",4
"WBGene00017272",2
"WBGene00017274",2
"WBGene00017283",5
"WBGene00017288",1
"WBGene00017289",1
"WBGene00017292",4
"WBGene00017293",5
"WBGene00017296",3
"WBGene00017297",4
"WBGene00017301",1
"WBGene00017303",2
"WBGene00017304",2
"WBGene00017306",2
"WBGene00017307",5
"WBGene00017309",4
"WBGene00017311",2
"WBGene00017312",2
"WBGene00017313",1
"WBGene00017314",1
"WBGene00017319",1
"WBGene00017322",5
"WBGene00017327",4
"WBGene00017328",2
"WBGene00017329",3
"WBGene00017332",4
"WBGene00017335",3
"WBGene00017339",5
"WBGene00017340",3
"WBGene00017342",4
"WBGene00017344",6
"WBGene00017345",4
"WBGene00017347",2
"WBGene00017348",1
"WBGene00017350",4
"WBGene00017356",1
"WBGene00017358",2
"WBGene00017361",2
"WBGene00017362",2
"WBGene00017363",3
"WBGene00017364",1
"WBGene00017369",3
"WBGene00017372",1
"WBGene00017374",4
"WBGene00017376",3
"WBGene00017379",3
"WBGene00017382",1
"WBGene00017385",2
"WBGene00017386",5
"WBGene00017390",3
"WBGene00017398",4
"WBGene00017416",3
"WBGene00017417",5
"WBGene00017418",5
"WBGene00017420",5
"WBGene00017421",3
"WBGene00017422",2
"WBGene00017427",2
"WBGene00017428",4
"WBGene00017429",5
"WBGene00017431",3
"WBGene00017433",4
"WBGene00017434",4
"WBGene00017436",1
"WBGene00017437",6
"WBGene00017438",6
"WBGene00017440",5
"WBGene00017443",2
"WBGene00017445",4
"WBGene00017446",4
"WBGene00017447",5
"WBGene00017448",4
"WBGene00017449",1
"WBGene00017450",2
"WBGene00017452",2
"WBGene00017460",2
"WBGene00017461",2
"WBGene00017463",5
"WBGene00017464",3
"WBGene00017465",2
"WBGene00017468",3
"WBGene00017471",1
"WBGene00017478",4
"WBGene00017480",1
"WBGene00017482",2
"WBGene00017483",6
"WBGene00017484",2
"WBGene00017487",1
"WBGene00017498",3
"WBGene00017499",3
"WBGene00017501",3
"WBGene00017502",4
"WBGene00017504",2
"WBGene00017506",4
"WBGene00017507",2
"WBGene00017509",2
"WBGene00017513",4
"WBGene00017514",1
"WBGene00017515",4
"WBGene00017523",5
"WBGene00017524",6
"WBGene00017526",6
"WBGene00017527",6
"WBGene00017528",5
"WBGene00017529",2
"WBGene00017530",5
"WBGene00017535",3
"WBGene00017536",1
"WBGene00017548",2
"WBGene00017549",2
"WBGene00017557",2
"WBGene00017560",5
"WBGene00017563",3
"WBGene00017565",1
"WBGene00017567",5
"WBGene00017569",1
"WBGene00017570",3
"WBGene00017571",1
"WBGene00017576",5
"WBGene00017577",5
"WBGene00017582",2
"WBGene00017591",6
"WBGene00017592",4
"WBGene00017594",3
"WBGene00017599",4
"WBGene00017600",2
"WBGene00017605",1
"WBGene00017606",2
"WBGene00017607",2
"WBGene00017611",2
"WBGene00017613",3
"WBGene00017618",4
"WBGene00017620",2
"WBGene00017621",2
"WBGene00017625",6
"WBGene00017634",3
"WBGene00017639",4
"WBGene00017640",3
"WBGene00017642",1
"WBGene00017644",3
"WBGene00017654",4
"WBGene00017657",1
"WBGene00017658",5
"WBGene00017659",3
"WBGene00017660",2
"WBGene00017663",4
"WBGene00017664",4
"WBGene00017666",5
"WBGene00017667",4
"WBGene00017671",2
"WBGene00017673",2
"WBGene00017675",4
"WBGene00017678",6
"WBGene00017681",1
"WBGene00017686",1
"WBGene00017687",5
"WBGene00017688",5
"WBGene00017690",1
"WBGene00017691",5
"WBGene00017692",5
"WBGene00017698",4
"WBGene00017699",4
"WBGene00017703",4
"WBGene00017707",5
"WBGene00017712",6
"WBGene00017716",5
"WBGene00017717",6
"WBGene00017719",3
"WBGene00017720",1
"WBGene00017721",5
"WBGene00017723",3
"WBGene00017724",4
"WBGene00017726",4
"WBGene00017727",5
"WBGene00017733",6
"WBGene00017734",5
"WBGene00017735",3
"WBGene00017743",4
"WBGene00017745",5
"WBGene00017747",2
"WBGene00017748",4
"WBGene00017749",2
"WBGene00017754",2
"WBGene00017755",2
"WBGene00017756",4
"WBGene00017757",6
"WBGene00017759",6
"WBGene00017761",4
"WBGene00017765",5
"WBGene00017766",4
"WBGene00017771",5
"WBGene00017772",5
"WBGene00017773",3
"WBGene00017774",2
"WBGene00017775",5
"WBGene00017776",2
"WBGene00017777",2
"WBGene00017778",5
"WBGene00017780",6
"WBGene00017783",5
"WBGene00017789",5
"WBGene00017794",5
"WBGene00017795",5
"WBGene00017797",1
"WBGene00017798",5
"WBGene00017799",5
"WBGene00017800",1
"WBGene00017806",4
"WBGene00017807",6
"WBGene00017813",2
"WBGene00017814",5
"WBGene00017816",6
"WBGene00017819",3
"WBGene00017823",2
"WBGene00017824",3
"WBGene00017826",6
"WBGene00017827",2
"WBGene00017830",6
"WBGene00017832",6
"WBGene00017834",4
"WBGene00017835",5
"WBGene00017836",4
"WBGene00017838",4
"WBGene00017839",4
"WBGene00017840",5
"WBGene00017841",6
"WBGene00017845",4
"WBGene00017852",2
"WBGene00017855",1
"WBGene00017864",5
"WBGene00017866",5
"WBGene00017867",1
"WBGene00017868",4
"WBGene00017874",6
"WBGene00017881",5
"WBGene00017887",5
"WBGene00017889",6
"WBGene00017892",1
"WBGene00017893",2
"WBGene00017898",1
"WBGene00017901",1
"WBGene00017904",4
"WBGene00017907",2
"WBGene00017909",3
"WBGene00017916",6
"WBGene00017919",2
"WBGene00017923",4
"WBGene00017925",6
"WBGene00017926",6
"WBGene00017928",2
"WBGene00017931",4
"WBGene00017934",5
"WBGene00017936",3
"WBGene00017937",5
"WBGene00017945",4
"WBGene00017947",3
"WBGene00017948",5
"WBGene00017950",2
"WBGene00017952",2
"WBGene00017961",2
"WBGene00017962",1
"WBGene00017969",1
"WBGene00017970",3
"WBGene00017971",4
"WBGene00017974",1
"WBGene00017979",4
"WBGene00017981",2
"WBGene00017982",6
"WBGene00017984",6
"WBGene00017989",1
"WBGene00017991",5
"WBGene00017997",1
"WBGene00017998",5
"WBGene00017999",6
"WBGene00018005",4
"WBGene00018009",6
"WBGene00018010",2
"WBGene00018017",1
"WBGene00018018",4
"WBGene00018027",6
"WBGene00018031",4
"WBGene00018034",4
"WBGene00018035",4
"WBGene00018036",2
"WBGene00018037",4
"WBGene00018039",5
"WBGene00018040",5
"WBGene00018041",3
"WBGene00018044",2
"WBGene00018045",6
"WBGene00018046",6
"WBGene00018050",4
"WBGene00018052",3
"WBGene00018054",3
"WBGene00018055",5
"WBGene00018056",2
"WBGene00018057",2
"WBGene00018059",4
"WBGene00018060",5
"WBGene00018061",5
"WBGene00018062",2
"WBGene00018064",2
"WBGene00018070",6
"WBGene00018073",5
"WBGene00018077",1
"WBGene00018092",5
"WBGene00018099",2
"WBGene00018100",1
"WBGene00018101",1
"WBGene00018102",2
"WBGene00018105",4
"WBGene00018112",2
"WBGene00018113",5
"WBGene00018114",2
"WBGene00018115",4
"WBGene00018117",2
"WBGene00018118",2
"WBGene00018133",3
"WBGene00018134",6
"WBGene00018135",6
"WBGene00018137",2
"WBGene00018138",1
"WBGene00018143",3
"WBGene00018144",5
"WBGene00018145",3
"WBGene00018146",5
"WBGene00018150",2
"WBGene00018151",6
"WBGene00018153",6
"WBGene00018156",1
"WBGene00018159",6
"WBGene00018161",5
"WBGene00018164",4
"WBGene00018172",5
"WBGene00018174",3
"WBGene00018176",5
"WBGene00018187",1
"WBGene00018188",2
"WBGene00018189",6
"WBGene00018191",4
"WBGene00018195",2
"WBGene00018199",4
"WBGene00018200",3
"WBGene00018204",2
"WBGene00018206",3
"WBGene00018209",4
"WBGene00018210",4
"WBGene00018211",3
"WBGene00018212",5
"WBGene00018214",3
"WBGene00018215",5
"WBGene00018216",4
"WBGene00018217",3
"WBGene00018218",3
"WBGene00018221",3
"WBGene00018232",2
"WBGene00018237",1
"WBGene00018239",5
"WBGene00018240",1
"WBGene00018241",5
"WBGene00018249",4
"WBGene00018250",4
"WBGene00018251",5
"WBGene00018256",3
"WBGene00018257",4
"WBGene00018258",3
"WBGene00018260",2
"WBGene00018262",2
"WBGene00018265",2
"WBGene00018268",4
"WBGene00018269",1
"WBGene00018270",6
"WBGene00018271",1
"WBGene00018275",3
"WBGene00018280",4
"WBGene00018282",4
"WBGene00018283",5
"WBGene00018286",4
"WBGene00018293",3
"WBGene00018294",2
"WBGene00018295",6
"WBGene00018297",6
"WBGene00018298",2
"WBGene00018300",5
"WBGene00018303",2
"WBGene00018305",2
"WBGene00018311",4
"WBGene00018328",2
"WBGene00018334",4
"WBGene00018335",2
"WBGene00018339",2
"WBGene00018340",5
"WBGene00018341",5
"WBGene00018342",5
"WBGene00018343",3
"WBGene00018345",2
"WBGene00018349",4
"WBGene00018352",2
"WBGene00018353",4
"WBGene00018354",2
"WBGene00018361",6
"WBGene00018363",2
"WBGene00018367",3
"WBGene00018370",3
"WBGene00018375",5
"WBGene00018376",1
"WBGene00018380",1
"WBGene00018381",6
"WBGene00018382",5
"WBGene00018384",2
"WBGene00018385",3
"WBGene00018393",5
"WBGene00018398",1
"WBGene00018399",2
"WBGene00018400",2
"WBGene00018403",4
"WBGene00018405",4
"WBGene00018406",3
"WBGene00018407",1
"WBGene00018414",3
"WBGene00018418",3
"WBGene00018419",2
"WBGene00018421",6
"WBGene00018423",6
"WBGene00018424",5
"WBGene00018425",6
"WBGene00018431",6
"WBGene00018435",2
"WBGene00018448",3
"WBGene00018459",3
"WBGene00018465",4
"WBGene00018466",3
"WBGene00018470",4
"WBGene00018473",1
"WBGene00018475",6
"WBGene00018476",2
"WBGene00018477",4
"WBGene00018481",2
"WBGene00018483",2
"WBGene00018487",6
"WBGene00018488",3
"WBGene00018491",5
"WBGene00018492",4
"WBGene00018509",2
"WBGene00018510",5
"WBGene00018511",2
"WBGene00018512",1
"WBGene00018514",4
"WBGene00018515",3
"WBGene00018519",3
"WBGene00018520",1
"WBGene00018522",2
"WBGene00018523",3
"WBGene00018532",4
"WBGene00018533",5
"WBGene00018534",6
"WBGene00018535",6
"WBGene00018536",5
"WBGene00018538",1
"WBGene00018543",5
"WBGene00018547",3
"WBGene00018548",6
"WBGene00018560",1
"WBGene00018562",5
"WBGene00018564",2
"WBGene00018566",4
"WBGene00018571",5
"WBGene00018572",5
"WBGene00018573",6
"WBGene00018575",4
"WBGene00018576",4
"WBGene00018579",4
"WBGene00018581",4
"WBGene00018586",2
"WBGene00018590",2
"WBGene00018591",4
"WBGene00018593",3
"WBGene00018594",5
"WBGene00018602",4
"WBGene00018604",1
"WBGene00018607",6
"WBGene00018610",2
"WBGene00018611",6
"WBGene00018613",2
"WBGene00018614",2
"WBGene00018615",2
"WBGene00018616",4
"WBGene00018618",4
"WBGene00018621",4
"WBGene00018627",3
"WBGene00018628",5
"WBGene00018630",5
"WBGene00018632",2
"WBGene00018638",2
"WBGene00018640",5
"WBGene00018646",2
"WBGene00018656",3
"WBGene00018657",3
"WBGene00018659",2
"WBGene00018674",1
"WBGene00018675",3
"WBGene00018679",6
"WBGene00018680",2
"WBGene00018682",5
"WBGene00018692",3
"WBGene00018694",5
"WBGene00018696",2
"WBGene00018697",4
"WBGene00018700",2
"WBGene00018701",5
"WBGene00018702",5
"WBGene00018703",5
"WBGene00018704",5
"WBGene00018706",5
"WBGene00018707",5
"WBGene00018708",3
"WBGene00018713",6
"WBGene00018715",5
"WBGene00018718",1
"WBGene00018719",1
"WBGene00018720",3
"WBGene00018723",6
"WBGene00018724",2
"WBGene00018725",4
"WBGene00018729",2
"WBGene00018731",6
"WBGene00018734",3
"WBGene00018735",6
"WBGene00018737",5
"WBGene00018738",5
"WBGene00018741",5
"WBGene00018743",3
"WBGene00018744",3
"WBGene00018750",2
"WBGene00018755",2
"WBGene00018756",2
"WBGene00018758",2
"WBGene00018760",3
"WBGene00018762",6
"WBGene00018763",2
"WBGene00018769",1
"WBGene00018779",4
"WBGene00018782",2
"WBGene00018783",6
"WBGene00018784",6
"WBGene00018786",5
"WBGene00018789",1
"WBGene00018793",6
"WBGene00018795",2
"WBGene00018797",1
"WBGene00018803",2
"WBGene00018804",2
"WBGene00018806",2
"WBGene00018809",5
"WBGene00018810",5
"WBGene00018811",5
"WBGene00018814",2
"WBGene00018819",2
"WBGene00018823",5
"WBGene00018827",5
"WBGene00018829",6
"WBGene00018831",2
"WBGene00018835",2
"WBGene00018837",4
"WBGene00018846",6
"WBGene00018853",5
"WBGene00018854",4
"WBGene00018859",2
"WBGene00018862",6
"WBGene00018865",3
"WBGene00018867",2
"WBGene00018869",4
"WBGene00018872",4
"WBGene00018874",4
"WBGene00018877",4
"WBGene00018885",5
"WBGene00018890",1
"WBGene00018891",1
"WBGene00018892",1
"WBGene00018893",1
"WBGene00018894",6
"WBGene00018899",5
"WBGene00018901",6
"WBGene00018903",2
"WBGene00018904",6
"WBGene00018907",1
"WBGene00018921",3
"WBGene00018925",4
"WBGene00018928",3
"WBGene00018931",4
"WBGene00018932",6
"WBGene00018934",6
"WBGene00018935",6
"WBGene00018937",4
"WBGene00018939",5
"WBGene00018945",6
"WBGene00018946",4
"WBGene00018948",2
"WBGene00018951",5
"WBGene00018952",4
"WBGene00018957",3
"WBGene00018958",6
"WBGene00018960",1
"WBGene00018961",6
"WBGene00018963",6
"WBGene00018965",5
"WBGene00018969",6
"WBGene00018971",5
"WBGene00018973",4
"WBGene00018976",4
"WBGene00018984",4
"WBGene00018986",3
"WBGene00018987",1
"WBGene00018988",2
"WBGene00018991",2
"WBGene00018997",2
"WBGene00019001",5
"WBGene00019003",3
"WBGene00019005",1
"WBGene00019006",2
"WBGene00019007",5
"WBGene00019008",3
"WBGene00019016",2
"WBGene00019018",4
"WBGene00019020",6
"WBGene00019021",3
"WBGene00019022",5
"WBGene00019029",3
"WBGene00019030",5
"WBGene00019047",4
"WBGene00019058",1
"WBGene00019060",1
"WBGene00019061",6
"WBGene00019068",2
"WBGene00019074",5
"WBGene00019076",1
"WBGene00019077",3
"WBGene00019090",1
"WBGene00019092",2
"WBGene00019097",6
"WBGene00019102",1
"WBGene00019105",5
"WBGene00019109",4
"WBGene00019111",4
"WBGene00019113",4
"WBGene00019117",1
"WBGene00019120",3
"WBGene00019121",3
"WBGene00019122",1
"WBGene00019127",6
"WBGene00019128",3
"WBGene00019129",2
"WBGene00019130",2
"WBGene00019134",2
"WBGene00019142",2
"WBGene00019146",3
"WBGene00019148",5
"WBGene00019153",2
"WBGene00019154",3
"WBGene00019156",4
"WBGene00019160",2
"WBGene00019162",5
"WBGene00019164",4
"WBGene00019166",4
"WBGene00019168",1
"WBGene00019174",2
"WBGene00019177",2
"WBGene00019178",4
"WBGene00019179",4
"WBGene00019180",4
"WBGene00019184",6
"WBGene00019187",1
"WBGene00019198",3
"WBGene00019199",2
"WBGene00019202",3
"WBGene00019203",4
"WBGene00019204",4
"WBGene00019205",4
"WBGene00019207",3
"WBGene00019208",3
"WBGene00019209",5
"WBGene00019211",5
"WBGene00019212",5
"WBGene00019213",1
"WBGene00019214",1
"WBGene00019215",6
"WBGene00019216",6
"WBGene00019219",2
"WBGene00019220",6
"WBGene00019221",6
"WBGene00019225",1
"WBGene00019227",1
"WBGene00019233",4
"WBGene00019236",6
"WBGene00019240",5
"WBGene00019241",2
"WBGene00019249",1
"WBGene00019263",2
"WBGene00019272",5
"WBGene00019275",2
"WBGene00019277",5
"WBGene00019279",5
"WBGene00019280",5
"WBGene00019281",3
"WBGene00019282",5
"WBGene00019284",2
"WBGene00019285",3
"WBGene00019289",1
"WBGene00019293",4
"WBGene00019294",2
"WBGene00019295",4
"WBGene00019296",4
"WBGene00019298",2
"WBGene00019300",4
"WBGene00019304",4
"WBGene00019305",2
"WBGene00019306",5
"WBGene00019311",3
"WBGene00019317",1
"WBGene00019318",5
"WBGene00019322",6
"WBGene00019323",1
"WBGene00019324",2
"WBGene00019326",4
"WBGene00019327",6
"WBGene00019328",5
"WBGene00019329",3
"WBGene00019331",4
"WBGene00019332",4
"WBGene00019334",1
"WBGene00019343",5
"WBGene00019345",5
"WBGene00019346",3
"WBGene00019348",3
"WBGene00019351",4
"WBGene00019353",2
"WBGene00019354",2
"WBGene00019355",4
"WBGene00019357",6
"WBGene00019361",4
"WBGene00019362",2
"WBGene00019365",4
"WBGene00019368",3
"WBGene00019373",3
"WBGene00019376",4
"WBGene00019381",2
"WBGene00019382",4
"WBGene00019388",2
"WBGene00019403",4
"WBGene00019406",6
"WBGene00019407",4
"WBGene00019408",4
"WBGene00019411",5
"WBGene00019421",2
"WBGene00019426",1
"WBGene00019427",2
"WBGene00019433",5
"WBGene00019436",2
"WBGene00019449",5
"WBGene00019450",3
"WBGene00019464",4
"WBGene00019466",2
"WBGene00019468",2
"WBGene00019471",4
"WBGene00019472",3
"WBGene00019473",3
"WBGene00019476",4
"WBGene00019477",3
"WBGene00019478",4
"WBGene00019479",4
"WBGene00019480",4
"WBGene00019481",5
"WBGene00019486",5
"WBGene00019487",4
"WBGene00019488",2
"WBGene00019489",4
"WBGene00019493",1
"WBGene00019495",5
"WBGene00019497",1
"WBGene00019498",6
"WBGene00019505",1
"WBGene00019508",6
"WBGene00019509",6
"WBGene00019515",4
"WBGene00019516",4
"WBGene00019520",3
"WBGene00019521",2
"WBGene00019524",3
"WBGene00019526",3
"WBGene00019527",3
"WBGene00019535",2
"WBGene00019537",6
"WBGene00019538",6
"WBGene00019543",6
"WBGene00019545",6
"WBGene00019546",4
"WBGene00019547",5
"WBGene00019549",5
"WBGene00019550",3
"WBGene00019554",1
"WBGene00019567",3
"WBGene00019570",3
"WBGene00019572",1
"WBGene00019580",5
"WBGene00019589",6
"WBGene00019595",2
"WBGene00019597",2
"WBGene00019598",2
"WBGene00019599",1
"WBGene00019600",2
"WBGene00019603",4
"WBGene00019605",1
"WBGene00019606",2
"WBGene00019607",5
"WBGene00019608",2
"WBGene00019609",5
"WBGene00019612",1
"WBGene00019617",1
"WBGene00019619",6
"WBGene00019620",3
"WBGene00019623",2
"WBGene00019624",4
"WBGene00019628",2
"WBGene00019629",1
"WBGene00019630",2
"WBGene00019631",2
"WBGene00019633",4
"WBGene00019640",6
"WBGene00019644",5
"WBGene00019645",1
"WBGene00019647",4
"WBGene00019648",4
"WBGene00019649",2
"WBGene00019650",4
"WBGene00019651",2
"WBGene00019652",4
"WBGene00019653",5
"WBGene00019655",1
"WBGene00019656",5
"WBGene00019657",5
"WBGene00019658",6
"WBGene00019659",5
"WBGene00019660",5
"WBGene00019663",4
"WBGene00019664",2
"WBGene00019666",2
"WBGene00019672",6
"WBGene00019673",5
"WBGene00019674",4
